.\data\inat_birds\104\4da7ff3f59575a3eb86394eba56cf976.jpg, 104
.\data\inat_birds\57\daf09449ea4545dd76384214a2ae5bf0.jpg, 57
.\data\inat_birds\86\3cced122f655fadec889ade4ca6cf6f5.jpg, 86
.\data\inat_birds\41\c2e81ddd0a7920400bdc71ab24b3d3fe.jpg, 41
.\data\inat_birds\94\118f34e9d1e110fb06d90f4c4dd55b7b.jpg, 94
.\data\inat_birds\33\90dc8df82292f5977dc982e4b6db31e3.jpg, 33
.\data\inat_birds\63\0012655b95345d2e3661001fb5ef93aa.jpg, 63
.\data\inat_birds\82\57e2f5ca9a762b30e7e299ceee8e8443.jpg, 82
.\data\inat_birds\106\38da7b74eda4a3ae42380ee795e0e905.jpg, 106
.\data\inat_birds\20\b0990c2ecf8a6cf629ae4c00a74a85ed.jpg, 20
.\data\inat_birds\105\f35289ad2f2250775c35a08118a4ba06.jpg, 105
.\data\inat_birds\86\15d032205471801f68d4e327d94de231.jpg, 86
.\data\inat_birds\48\528eacc5633177af84d1f87074601855.jpg, 48
.\data\inat_birds\33\e4271f1f77ee2d1f3e595ba45f004ddb.jpg, 33
.\data\inat_birds\11\82a485e2edf12760a95c60898d989567.jpg, 11
.\data\inat_birds\63\f01a8f0ffee12407b994e651ac64776e.jpg, 63
.\data\inat_birds\97\31153d3d43d0eceff7aa010513a0fd4f.jpg, 97
.\data\inat_birds\66\a9cc9d63b46373c45d762c95da63ce28.jpg, 66
.\data\inat_birds\125\2b5711004eab7395c05c84ae501a42ac.jpg, 125
.\data\inat_birds\89\e628778af19898c8b023d0614ce3ef8f.jpg, 89
.\data\inat_birds\81\9488210fbf2266368f83929d0fe4079d.jpg, 81
.\data\inat_birds\93\dbafac831796d182ee71691bf7606935.jpg, 93
.\data\inat_birds\54\9bed54946e7bd1272a33504d166fcd78.jpg, 54
.\data\inat_birds\66\281ba7952c893cb06b5558bcc4df7345.jpg, 66
.\data\inat_birds\25\3fd41a6de8c854af2539868322372d3c.jpg, 25
.\data\inat_birds\25\049173f14bda1b4fb07c65a8aee9a877.jpg, 25
.\data\inat_birds\34\77827bef3559fe54f4d6b28f28b7c5ee.jpg, 34
.\data\inat_birds\60\ab975c7bb852914d3670b5b9e9c1b9d8.jpg, 60
.\data\inat_birds\99\38f14b74c963025e9eeb69d72a7fcd03.jpg, 99
.\data\inat_birds\35\1545154f1dafb72d586f7dd8970cd741.jpg, 35
.\data\inat_birds\40\05e531365c5bcaff7dffad2cfe28b2dc.jpg, 40
.\data\inat_birds\23\f2fb91302f8bc35dacd5378a9b197410.jpg, 23
.\data\inat_birds\80\4f8ec022b364345d61de9915e8c56d4d.jpg, 80
.\data\inat_birds\121\1ad15e2223a1b86d2ba3a1f54469386a.jpg, 121
.\data\inat_birds\55\3df0063f3754e29567a0bb334f3371e4.jpg, 55
.\data\inat_birds\66\61831aed3bf67909bd4113b13e48a3ac.jpg, 66
.\data\inat_birds\119\c3d85b483609dee67ad5ba6a3a67811c.jpg, 119
.\data\inat_birds\87\409636f1a73a27624ff5bc618813577c.jpg, 87
.\data\inat_birds\30\253518b50e2a8a817aecab26bcd5eb2f.jpg, 30
.\data\inat_birds\35\da35205f7b8628ce46d5105ce9c1ee72.jpg, 35
.\data\inat_birds\97\27c80431cc08d548837f871ff56cbbab.jpg, 97
.\data\inat_birds\33\e5c0cd7623815c1bc1f79e9638ba0b32.jpg, 33
.\data\inat_birds\69\3a1c5180c8a6420f4e2dfca67ad25c3c.jpg, 69
.\data\inat_birds\93\7521fe985ddc1f916af31e0e42c14c4b.jpg, 93
.\data\inat_birds\2\6568bda0d2a774c7cbce73cbbb89939d.jpg, 2
.\data\inat_birds\10\3b45f0ce6680a5c564fbb5e7ece83442.jpg, 10
.\data\inat_birds\82\01b0ed37fdb6339a7b1a4e15fd84fefc.jpg, 82
.\data\inat_birds\23\7c7a1e315bbc85918825388c063563a4.jpg, 23
.\data\inat_birds\81\79109f5fb358a389d41e510eb170fbdf.jpg, 81
.\data\inat_birds\42\4f41f0300a69ecda54a544fd100d180b.jpg, 42
.\data\inat_birds\32\bf2c126c7f9d2cba1cf03b61b1753a61.jpg, 32
.\data\inat_birds\48\0fa7880d621204726a70303de6f589fa.jpg, 48
.\data\inat_birds\111\54060b2f2740afae2c25fcd8a3f4fad9.jpg, 111
.\data\inat_birds\97\00c2e3d94c714483d0a5d94c4eb62133.jpg, 97
.\data\inat_birds\116\59783d26aa14c9e3a3f543e64aab25cd.jpg, 116
.\data\inat_birds\6\f5025372cef0d645306f7f18a3bd0911.jpg, 6
.\data\inat_birds\3\bf3544be92f118d1478a17cc506259ac.jpg, 3
.\data\inat_birds\55\b69a2d36e460272a575bfa6edf57495e.jpg, 55
.\data\inat_birds\118\bc1eafd2309b73ea085038b6b71fd5b5.jpg, 118
.\data\inat_birds\124\8e921500ff0019017bb8e4f80dc1f55a.jpg, 124
.\data\inat_birds\36\578a52976a9f7fbfa56e8a80513c2bdd.jpg, 36
.\data\inat_birds\25\d5564fb60221b2c8e648c3a3ee74ca38.jpg, 25
.\data\inat_birds\74\ab61d2fc5b3516f4f57390924b69ff9e.jpg, 74
.\data\inat_birds\2\0ff4ec009013fb9c656e55c1ea4958d8.jpg, 2
.\data\inat_birds\25\6e23c5dae4886bcfcef9b20476e3820d.jpg, 25
.\data\inat_birds\3\f1ea8cfec3fa1fe02dc307a622140d56.jpg, 3
.\data\inat_birds\45\306890706bf6161c3b500e9fd026cb72.jpg, 45
.\data\inat_birds\94\fc51af3c4b860e4c071d41dd60445a17.jpg, 94
.\data\inat_birds\57\e76b076bfa3e4e86745c93357f44c7cc.jpg, 57
.\data\inat_birds\22\e427eade8047005fc081a0a847c9f1fe.jpg, 22
.\data\inat_birds\125\5097377c25004b2ec24aaf80b6cea8ee.jpg, 125
.\data\inat_birds\78\8ace53feaec9b212e75dcbc5d8fca374.jpg, 78
.\data\inat_birds\70\fc62185b60ab54038d7adad7d9023ba1.jpg, 70
.\data\inat_birds\1\19c4dd019ad1e9e319c8d0704a7dea5d.jpg, 1
.\data\inat_birds\51\472790e71aeaf3c381be6b935421cb37.jpg, 51
.\data\inat_birds\99\56702cdc4371bfa7e7437412fbf91be4.jpg, 99
.\data\inat_birds\65\65ca8fe900f9bd989355db721bdb9698.jpg, 65
.\data\inat_birds\23\ee632dbd44af29b68250ae819ae19fb5.jpg, 23
.\data\inat_birds\110\a66dc98e6782f4357ee10d0de9759459.jpg, 110
.\data\inat_birds\7\d168fccef5840808a8aa0e2e4cb8b9f8.jpg, 7
.\data\inat_birds\86\eded15d3f7c510df45bce826ea48a160.jpg, 86
.\data\inat_birds\66\caaea184bd5672c3c251187fa81b2ac2.jpg, 66
.\data\inat_birds\0\5f1aa7a80041ce9f36e0101b167471df.jpg, 0
.\data\inat_birds\4\c2bef40950c5137fca90e7a9a0af2c83.jpg, 4
.\data\inat_birds\35\500f4681fe7ead917c27c3cc79af2958.jpg, 35
.\data\inat_birds\0\3b0524b3989a387d23c9237cd23ee2a1.jpg, 0
.\data\inat_birds\92\c858a0b4c7a4b2487dac1115c9eac18f.jpg, 92
.\data\inat_birds\10\118ca9483498b384dc3f39191e60e5e9.jpg, 10
.\data\inat_birds\121\57442e10fc6f0d814e8252d7c3e50dbb.jpg, 121
.\data\inat_birds\112\f0a84ddc3bd522eb6ac8c9db0f11b0ba.jpg, 112
.\data\inat_birds\117\e6735827a6f4584e83239cf7528ae252.jpg, 117
.\data\inat_birds\96\37e15a42a9e6ad6571b96d1da8c2ddf3.jpg, 96
.\data\inat_birds\47\75bb5306f73d9584c50a826a81486313.jpg, 47
.\data\inat_birds\49\8654fad2b69f73fcfccf3b922a366c2b.jpg, 49
.\data\inat_birds\78\d8d67c630701b7f04a9e6523f59c9660.jpg, 78
.\data\inat_birds\36\edff72ef470b4641d9b79a365aeac5df.jpg, 36
.\data\inat_birds\49\42df3d1521be2ecbfd0065a93e7b1186.jpg, 49
.\data\inat_birds\123\dba1390d1fbd112c652ac45097de91ca.jpg, 123
.\data\inat_birds\61\83980ecf2e4e52c6a98a9127a93aabf9.jpg, 61
.\data\inat_birds\85\0464acebaa08b1bc6702b197b4a8d7d0.jpg, 85
.\data\inat_birds\6\a5e8a264ec507fd30d5968c184762a19.jpg, 6
.\data\inat_birds\53\694137b65240902c1cc3fbef759e4955.jpg, 53
.\data\inat_birds\23\b6ae0125b4d250a11fb00971615a8b70.jpg, 23
.\data\inat_birds\116\5579bb9208bf8fb76191ab0ccc10264c.jpg, 116
.\data\inat_birds\59\72b07664acae25ecf88acd5818e7200d.jpg, 59
.\data\inat_birds\16\09c33696b69889a94b2a700ef67ff944.jpg, 16
.\data\inat_birds\45\bdbcd894875ee979e649f0220dbe67c0.jpg, 45
.\data\inat_birds\83\668cf381c606347945871dcd3d42e6c1.jpg, 83
.\data\inat_birds\73\1d439377ee02ce26b9d35865cccfb3ff.jpg, 73
.\data\inat_birds\48\23e1725dd8edebb6a5a2869e5d2691d7.jpg, 48
.\data\inat_birds\17\03ed6a0e5a0655266b84cc88f52e29ba.jpg, 17
.\data\inat_birds\89\5d3a8836c64dfe1c82711a721237fa0d.jpg, 89
.\data\inat_birds\125\40f2ca164baff6ce76cd96476c4d12be.jpg, 125
.\data\inat_birds\54\c580162f080445ddf1f61d2897635dc2.jpg, 54
.\data\inat_birds\24\abb4ab0a6c66c7e7dac986d4e2a68f76.jpg, 24
.\data\inat_birds\18\b3678295e0075690203ffaa884695267.jpg, 18
.\data\inat_birds\117\1494e894ffcc90f34a52bc61e71403f3.jpg, 117
.\data\inat_birds\91\fda7499a95c9d5eeb4991711a2831286.jpg, 91
.\data\inat_birds\34\0b54a0fc42aeed69a4d72bfc004b76d9.jpg, 34
.\data\inat_birds\121\6dcb26567ff3aaeb96eca8978f9b5af9.jpg, 121
.\data\inat_birds\60\ac76eb919374712d1cfbebc741acb04f.jpg, 60
.\data\inat_birds\0\dedcf82511e0ba9458fd33e1226d2b12.jpg, 0
.\data\inat_birds\80\3a9e05160357b75680147d60e39607c5.jpg, 80
.\data\inat_birds\2\7a7d41e917876d2f1865eca6452a64eb.jpg, 2
.\data\inat_birds\23\3c096ce109591e11aaa06776a279f19f.jpg, 23
.\data\inat_birds\59\d7801e47c3eb2b870b068e81971bbba8.jpg, 59
.\data\inat_birds\43\f8d4fa1194247f68e11347f745720efc.jpg, 43
.\data\inat_birds\76\f5569b537e2cf54cde8daf1abd78dc21.jpg, 76
.\data\inat_birds\2\e8cab2aaed85c378faff307dee3c3061.jpg, 2
.\data\inat_birds\68\2c7e4c180b2037225fdaf5ac3cddf22f.jpg, 68
.\data\inat_birds\57\cadd03601b3ed7fa6f3a936e35a34cc2.jpg, 57
.\data\inat_birds\51\e71a2280050824b9a94fcbbadf4f4756.jpg, 51
.\data\inat_birds\109\f2cb309c980f4a4d9641e51db3cbbc8f.jpg, 109
.\data\inat_birds\82\e5c2747b2aebfb83791862dd298875ae.jpg, 82
.\data\inat_birds\1\76a9fe91bb8f012c3ea603331bb6cd6d.jpg, 1
.\data\inat_birds\71\22f3f8faf3df60504dbeb96e141e2a41.jpg, 71
.\data\inat_birds\116\d08923928d38a5469089cc8c7d305a31.jpg, 116
.\data\inat_birds\73\39400f53bf4c6e26e46b2ef59677fd55.jpg, 73
.\data\inat_birds\21\ed1a411b64dfcc1ad34c9636ca6afa3f.jpg, 21
.\data\inat_birds\3\a5039700d0e1b3d173332f3eb321b447.jpg, 3
.\data\inat_birds\95\74659de61dd13738f74232a1a601dd81.jpg, 95
.\data\inat_birds\38\088ddffe3b0867a02a90442e0f28ee4f.jpg, 38
.\data\inat_birds\36\0b3fb228ca081e45d17c3225933b7298.jpg, 36
.\data\inat_birds\49\a185fb7ef7238008a61494a8b728153f.jpg, 49
.\data\inat_birds\104\40fab9dec1f134f4fef9f091688269b7.jpg, 104
.\data\inat_birds\124\c861fa40f7b52662b4a0661e355657d1.jpg, 124
.\data\inat_birds\123\c398c8b1766389de5b9938496273b1b3.jpg, 123
.\data\inat_birds\53\cfe46b98438382bae3e7c09941e4bc98.jpg, 53
.\data\inat_birds\85\d1d136fa8a4f3c4ae106b50b8b0d8355.jpg, 85
.\data\inat_birds\95\766b8c6ba27d5682b92cc01007c98300.jpg, 95
.\data\inat_birds\117\abe04157a1d9af579d8972e36baf8869.jpg, 117
.\data\inat_birds\34\0b067d3e507bcf452df13d9285013a43.jpg, 34
.\data\inat_birds\53\01508b74b81fe087253a205e3dc062a2.jpg, 53
.\data\inat_birds\74\7a14751e492cbdb2d111109ae591cdce.jpg, 74
.\data\inat_birds\94\136f5362040f2e2f25b22c3f6857660d.jpg, 94
.\data\inat_birds\17\f79f76719f3fc5d08eeae43d32f15d5c.jpg, 17
.\data\inat_birds\95\f75e0dfd4878d0463cb2fefab3f08a0e.jpg, 95
.\data\inat_birds\73\c7bdccfb13ced5f8d67163447673cda8.jpg, 73
.\data\inat_birds\100\7012ff13382ee99870ec39e21ec11f97.jpg, 100
.\data\inat_birds\30\a3585b7656a4f4ba5bc70f7723aa00a1.jpg, 30
.\data\inat_birds\6\b0a3ebbcbade00de55aba3f15b23fd77.jpg, 6
.\data\inat_birds\39\cd6e4f4a28b6e34c3dfceec062adff2d.jpg, 39
.\data\inat_birds\77\230db2e9a650a695482b4082d036c73a.jpg, 77
.\data\inat_birds\98\6df187c218f3259a827243443d31e074.jpg, 98
.\data\inat_birds\82\51509181108235fadabaaf27b5e90d07.jpg, 82
.\data\inat_birds\102\0da97f09957a08e6ab51f1ed4f3bb634.jpg, 102
.\data\inat_birds\23\20f71f650e5a255a9c7ae3a51c83fa69.jpg, 23
.\data\inat_birds\26\0b0ea80cc4c43a5f7a28d1d1451fe15b.jpg, 26
.\data\inat_birds\14\dca682dbe53bd8a0ec213aab82bd29dc.jpg, 14
.\data\inat_birds\124\11ee7264da159cc8ce8b61983ba10b7e.jpg, 124
.\data\inat_birds\32\12b9650f3a47c646e39823b8c8d28505.jpg, 32
.\data\inat_birds\86\fd7c80e1da1fd25c39c4cbec98299b58.jpg, 86
.\data\inat_birds\104\ac71fb39462c1283e24d6d605e839574.jpg, 104
.\data\inat_birds\33\a36eb267e8647db783a98ba200dfcc57.jpg, 33
.\data\inat_birds\96\d16936a7c81b70f06e69bdd06a09e392.jpg, 96
.\data\inat_birds\1\3d717f3669b60a6bd6bcb168eb9e8a28.jpg, 1
.\data\inat_birds\54\916047253d19753d793e7021e605c926.jpg, 54
.\data\inat_birds\46\54f4b31a9ba651e68409de37ca18a5d1.jpg, 46
.\data\inat_birds\52\a9827f04af4fda61e31d963aa770eadd.jpg, 52
.\data\inat_birds\24\61c8e16ff5cd2da39bd35a1f3648140d.jpg, 24
.\data\inat_birds\84\31fc37c2da4979f5a46612a505d5716f.jpg, 84
.\data\inat_birds\52\100a4eab42204d114601eca7e63ee12a.jpg, 52
.\data\inat_birds\116\60a08836899d98cf0bd765b8da8c8228.jpg, 116
.\data\inat_birds\97\c4761c5b095b2f7ecd3365291038f1dd.jpg, 97
.\data\inat_birds\107\23969f92d6b6013206a29cecb1450b77.jpg, 107
.\data\inat_birds\110\76dff40ae8fc4ef237d13411d00e980c.jpg, 110
.\data\inat_birds\16\9ef8fc8a7bce6e1c508a1ba7846ce7d9.jpg, 16
.\data\inat_birds\110\16f7b54c026c1edb80af95e93ac5a754.jpg, 110
.\data\inat_birds\78\a77e3c7c21a6679e51827e88775d9f39.jpg, 78
.\data\inat_birds\73\296694e780d1e5be49b6ead2bb05e840.jpg, 73
.\data\inat_birds\24\91025366a79e93c2a22e83b9d7b2022c.jpg, 24
.\data\inat_birds\11\31304492064c6ac1e0d58ad8d3716c6f.jpg, 11
.\data\inat_birds\17\146e4b2edaeca0b3aa137db109291727.jpg, 17
.\data\inat_birds\104\6b9bbb0f755ba4985b50eb52c960e39a.jpg, 104
.\data\inat_birds\60\adeefb89719f53d394750057da6f0ddb.jpg, 60
.\data\inat_birds\104\b9fdd8b388246c9ccce55a29ff791da6.jpg, 104
.\data\inat_birds\44\0c1e6006d0fd691c97eaf9ec0db5cfa2.jpg, 44
.\data\inat_birds\18\48f945faef9ae736bd9cc8d1594f3d0f.jpg, 18
.\data\inat_birds\78\e595c7048e99b3f77a94f814dd3a3e39.jpg, 78
.\data\inat_birds\95\98d94356fb5fe0bf6494098dbe1286ee.jpg, 95
.\data\inat_birds\75\23d827ed4a58ecd2812b965d4101743a.jpg, 75
.\data\inat_birds\65\1d532b2b659359b371e6e6f85f780034.jpg, 65
.\data\inat_birds\60\240b13d6409ba2622211d919d10cc9d0.jpg, 60
.\data\inat_birds\73\076f39b58bc6d9b260569ca4e8cb8aaf.jpg, 73
.\data\inat_birds\78\955ba2ccfe98567380b90f76c2c9962d.jpg, 78
.\data\inat_birds\41\21d990619265736a5544a39be064a954.jpg, 41
.\data\inat_birds\119\327cbd0489c05d75bf1a4cde30ff6238.jpg, 119
.\data\inat_birds\17\68ba05ff2e6bc3259131b992dcacf19a.jpg, 17
.\data\inat_birds\16\084cacbbb6f3e0633b5087b5538f171f.jpg, 16
.\data\inat_birds\79\4c5b77bfd24613a740d210a2969de7fd.jpg, 79
.\data\inat_birds\3\a33da1ac50394ee357d972a20a8bc8ee.jpg, 3
.\data\inat_birds\86\d69edfa194ac04eb11e2b4bc24ffef4d.jpg, 86
.\data\inat_birds\61\5752f1b47a408cdcb07e0cee9553514c.jpg, 61
.\data\inat_birds\1\5372ede4c6081c8eb8a1019560903d6b.jpg, 1
.\data\inat_birds\106\200470dc71852487e6d197eb46e24c33.jpg, 106
.\data\inat_birds\68\516a0c3f695b9e1ee68dff2984c5cbc7.jpg, 68
.\data\inat_birds\63\ffe5d30d91661a49f8f11554652a82a9.jpg, 63
.\data\inat_birds\37\e869381a5c1046897cfd7949e280efdc.jpg, 37
.\data\inat_birds\66\1bfd6f8babcdcab0d28c6876f0387c7a.jpg, 66
.\data\inat_birds\119\3d80dc9184846ab1e51191fa14b6cfec.jpg, 119
.\data\inat_birds\110\f0247fa3aebfeb746245da7c3f5f1d4e.jpg, 110
.\data\inat_birds\78\5c259cc877630a19a08f4ed485957835.jpg, 78
.\data\inat_birds\104\a4665e4d61fd8da462a0729a616ba323.jpg, 104
.\data\inat_birds\109\36dd10464c1159be88b3804c7c3ae2ae.jpg, 109
.\data\inat_birds\125\4d929b4375cc57c716b644264b32d1f6.jpg, 125
.\data\inat_birds\94\3712c4cb6b66ac267d84525670de0360.jpg, 94
.\data\inat_birds\61\43a64c7c351fc6c6918028408c6912a4.jpg, 61
.\data\inat_birds\60\4d4b28c28019ef687b1a5b50d2e0d035.jpg, 60
.\data\inat_birds\120\7527c1e9918694346fde922912928e14.jpg, 120
.\data\inat_birds\52\4583e821c659580c6535eb0ffc7187fe.jpg, 52
.\data\inat_birds\79\b0dfa3e38274216eb3b82596773bd8ed.jpg, 79
.\data\inat_birds\74\23b3dc77e909974dd8b5c7a4136c1bba.jpg, 74
.\data\inat_birds\61\f55ae58b54b768d06dec35cf70e25b49.jpg, 61
.\data\inat_birds\80\580141e941df9ba08bd891c29f302d41.jpg, 80
.\data\inat_birds\64\67ad68edf780e2662bded42f6e1c56aa.jpg, 64
.\data\inat_birds\10\ec6d213a6c8571e374ccdcab7e88b86a.jpg, 10
.\data\inat_birds\116\4a20747ded6482a9d9221a053941daf6.jpg, 116
.\data\inat_birds\118\34221e152d9807352fbc894809b8cbf6.jpg, 118
.\data\inat_birds\18\4b6c07a59589e9fb38eb265d02ade6ba.jpg, 18
.\data\inat_birds\37\780bb53d4e38a2807e2d8a89346e27c7.jpg, 37
.\data\inat_birds\35\74b194e7039c790275f57956fb8918f5.jpg, 35
.\data\inat_birds\29\ed6d443c02c68b32c15ce5e576ee71e9.jpg, 29
.\data\inat_birds\46\6cf6a3450e94ee9d817540630975c3cc.jpg, 46
.\data\inat_birds\71\a05924fe5f9390ad799e06842e2844fd.jpg, 71
.\data\inat_birds\66\7726a31836754a05c366962d35366817.jpg, 66
.\data\inat_birds\83\6dce51f12962412815786da1751b2835.jpg, 83
.\data\inat_birds\57\6445f978fba027c2353fc111800d087e.jpg, 57
.\data\inat_birds\20\78b4cb40c82adde2bf34fdb2525c401c.jpg, 20
.\data\inat_birds\106\31c8a4b91960c6714e08d0533bc4cfb6.jpg, 106
.\data\inat_birds\77\58f75d08e55515b8f29a2604fc5edec4.jpg, 77
.\data\inat_birds\54\d9cef98ad2f0a9d2dd76b8731ae65374.jpg, 54
.\data\inat_birds\60\1ea6d4ac20cb3648a6f4f133bd74420c.jpg, 60
.\data\inat_birds\69\9d3feab2911985fab88e1fb5eba4b469.jpg, 69
.\data\inat_birds\44\477af06c2f9a5eb015b10ddf47121593.jpg, 44
.\data\inat_birds\34\06acbb9d2016ecf5c08579dbab6b72da.jpg, 34
.\data\inat_birds\50\8dde2660ac2317569ede9a6641e93bc1.jpg, 50
.\data\inat_birds\66\bd76b61acb24a40e8b28ca5088dd88ef.jpg, 66
.\data\inat_birds\77\0a40cbd322cc3b8c4d16c6e9634cf005.jpg, 77
.\data\inat_birds\0\64a9d2443be886e88ef7f57408c93ef2.jpg, 0
.\data\inat_birds\105\5d9df5fac6db02fbcec3d5c051637350.jpg, 105
.\data\inat_birds\96\5b249a8f824a490eed048da3be22605d.jpg, 96
.\data\inat_birds\96\0963f3ee6bd4de94a1c0f3e514985194.jpg, 96
.\data\inat_birds\14\11656166228d4630108a5ddc4b5b5002.jpg, 14
.\data\inat_birds\75\576926224787ebb41d2b639e5ae0fa99.jpg, 75
.\data\inat_birds\86\144636fe4494fe07ea4ec10cca6e6a82.jpg, 86
.\data\inat_birds\85\1097ba756c1c745d8a40fa14cd84d03b.jpg, 85
.\data\inat_birds\57\7a17ee0da42e052a23572852c0fc59ab.jpg, 57
.\data\inat_birds\72\5376fe1ad2c7d1fb95e6e57c14a66051.jpg, 72
.\data\inat_birds\80\76831526941dd1248b995862a7ef1f91.jpg, 80
.\data\inat_birds\45\9a7da47786492817957ba53b2b17ef2a.jpg, 45
.\data\inat_birds\104\a4b04e8d7043399710e666cd346a1483.jpg, 104
.\data\inat_birds\30\5d36c1fdbeb4309e4825b54477b3ea01.jpg, 30
.\data\inat_birds\57\e4c108c182b83eae41f2b564c930e579.jpg, 57
.\data\inat_birds\104\a7d4808fade386ce5b56d8cbab11b3bd.jpg, 104
.\data\inat_birds\93\78da25554e341cc52d37e0e3ed55cda7.jpg, 93
.\data\inat_birds\20\19e13bbe3c1fb451f7e984da74ab880e.jpg, 20
.\data\inat_birds\121\e935f29d8d58098d57edbbc2aa71f06d.jpg, 121
.\data\inat_birds\118\220aa48fed72d06bde1de54c8ef6ca9c.jpg, 118
.\data\inat_birds\91\a50dee1b7039a5bcd0169d86d0a41d8d.jpg, 91
